tilsynsobjektid;orgnummer;navn;adrlinje1;adrlinje2;postnr;poststed;tilsynid;sakref;status;dato;total_karakter;tilsynsbesoektype;tema1_no;tema1_nn;karakter1;tema2_no;tema2_nn;karakter2;tema3_no;tema3_nn;karakter3;tema4_no;tema4_nn;karakter4
Z1102141018512081076QTAUW_Tilsynsobjekt;996929930;Lofotpizza;Storgata 8;;8370;LEKNES;Z1601251107027620239NMKWP_TilsynAvtale;2016/8442;1;25012016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1102141302256771017GWBLE_Tilsynsobjekt;972224421;Jumjum - kafedrift as;Kværnhusmyrane 3 ;;5914;ISDALSTØ;Z1602091548105590240BEQTO_TilsynAvtale;2016/30323;1;09022016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1102141747107063251AYEKS_Tilsynsobjekt;996536750;Beach House;SENTRUMSGÅRDEN - ASK;;2022;GJERDRUM;Z1601210731410440239LALSV_TilsynAvtale;2016/10000;1;20012016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;2
Z1102141747107063251AYEKS_Tilsynsobjekt;996536750;Beach House;SENTRUMSGÅRDEN - ASK;;2022;GJERDRUM;Z1603011444025400239VXLRG_TilsynAvtale;2016/10000;1;01032016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1102151404208173251WHTIB_Tilsynsobjekt;892497052;Hemsedal Flatbrødbakeri - Kafe og utsalg "Ein Smak Tå Hemsedal";Hemsegarden;;3560;HEMSEDAL;Z1603070927515800240FTHLU_TilsynAvtale;2016/36251;1;03032016;1;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1102171424247431035UWDJP_Tilsynsobjekt;992458003;Norefjell Ski & Spa, pizzeriaen;Bøeseter;;3536;NORESUND;Z1602231014433180239PDNIY_TilsynAvtale;2016/38093;1;19022016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1102171750073983251HFSYV_Tilsynsobjekt;996248119;Verkshotellet AS;DIREKTØR POULSONSGATE 2;;4100;JØRPELAND;Z1603110752249160240QLXVP_TilsynAvtale;2016/53813;1;10032016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;2
Z1102171750073983251HFSYV_Tilsynsobjekt;996248119;Verkshotellet AS;DIREKTØR POULSONSGATE 2;;4100;JØRPELAND;Z1603160805226610240YYSZF_TilsynAvtale;2016/53813;1;16032016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1102181010015953251QQNUU_Tilsynsobjekt;872131612;Matstova AS - servering og utsal i Oppstryn;Sandvik;;6799;OPPSTRYN;Z1605241149491520239BSVIU_TilsynAvtale;2016/115449;1;24052016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1102181305367541071MCHWJ_Tilsynsobjekt;986351000;Chaos Coffee Bar, Fosswinckelsgate 16, Bergen;Fosswinchelsgate 16;;5007;Bergen;Z1605111442122790239BMEDS_TilsynAvtale;2016/107491;1;11052016;1;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1102181306491970169SQDIW_Tilsynsobjekt;975047644;Elisa cafe` sushi;SKREDDERVEIEN 2;;1537;MOSS;Z1604261302310690240WILEW_TilsynAvtale;2016/94620;1;26042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1102181319256500169PZRXM_Tilsynsobjekt;873593202;Råde Bakeri Utsalg AS avd Stopp Sarpsborg;Lilletuneveien 2;;1711;Sarpsborg;Z1602221426000150239QZPOF_TilsynAvtale;2016/39661;1;22022016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1102241841258660129SWXMY_Tilsynsobjekt;977563666;Dolly Dimple's Gravane;Gravane 12;;4610;KRISTIANSAND S;Z1604121653560290240NVHPI_TilsynAvtale;2016/81899;1;12042016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1102281212411001042KGZTI_Tilsynsobjekt;971910046;Patricias Gatekjøkken as - Bardu;Fogd Holmboes gate 33;;9360;BARDU;Z1602080900349390239BNICF_TilsynAvtale;2016/17233;1;05022016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1102281318451381015YNRZY_Tilsynsobjekt;981418689;Capri;Brugata 30;;5200;OS;Z1603030815339330239YOLNZ_TilsynAvtale;2016/46401;1;01032016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1102281341208820125IAWEZ_Tilsynsobjekt;896023012;Romsøe Mat avd Forus;Luramyrveien 53;;4313;Sandnes;Z1607081932095270239KDHVF_TilsynAvtale;2016/146872;1;08072016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;1
Z1102281341208820125IAWEZ_Tilsynsobjekt;896023012;Romsøe Mat avd Forus;Luramyrveien 53;;4313;Sandnes;Z1607201115299580239TKMRQ_TilsynAvtale;2016/146872;1;20072016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1103010857372980136IBSMH_Tilsynsobjekt;995125056;Lokalmatbutikken AS;Storgata 68;;8900;Brønnøysund;Z1603031638077240240XLKMT_TilsynAvtale;2016/48149;1;03032016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1103011602248540203KSGBM_Tilsynsobjekt;987960647;Moss Kaffe og The;Dronningens gate 17;;1530;MOSS;Z1604041113007050240CXBLF_TilsynAvtale;2016/72421;1;04042016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;2
Z1103011602248540203KSGBM_Tilsynsobjekt;987960647;Moss Kaffe og The;Dronningens gate 17;;1530;MOSS;Z1604051323083870239ZERMF_TilsynAvtale;2016/72421;1;05042016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1103031244264070189BAULT_Tilsynsobjekt;972255777;Cafe Ni Muser ;Bispegata 9;;7013;TRONDHEIM;Z1601212055070890240NHTMY_TilsynAvtale;2016/12010;1;20012016;2;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1103031244264070189BAULT_Tilsynsobjekt;972255777;Cafe Ni Muser ;Bispegata 9;;7013;TRONDHEIM;Z1602121546412610240OIHNS_TilsynAvtale;2016/12010;1;12022016;0;1;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1103031404080330205ILEEJ_Tilsynsobjekt;988829811;Nino`s;Strandgata 3;;4790;LILLESAND;Z1607051354450760240BTBUA_TilsynAvtale;2016/146990;1;05072016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1103071101012683251GZUCQ_Tilsynsobjekt;996621979;Heimat Brokelandsheia;BROKELANDSVEIEN 6;;4993;SUNDEBRU;Z1602121645157060240AYVDK_TilsynAvtale;2016/32910;1;12022016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;1
Z1103071101012683251GZUCQ_Tilsynsobjekt;996621979;Heimat Brokelandsheia;BROKELANDSVEIEN 6;;4993;SUNDEBRU;Z1602251414093940239FFFND_TilsynAvtale;2016/32910;1;25022016;2;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1103071101012683251GZUCQ_Tilsynsobjekt;996621979;Heimat Brokelandsheia;BROKELANDSVEIEN 6;;4993;SUNDEBRU;Z1603181121338900239HKWUI_TilsynAvtale;2016/32910;1;18032016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1103071223535593252KPGSP_Tilsynsobjekt;996496562;Escalón;Bryggegangen 8;;0252;OSLO;Z1601280828123970239AXFBQ_TilsynAvtale;2016/19112;1;27012016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1103071223535593252KPGSP_Tilsynsobjekt;996496562;Escalón;Bryggegangen 8;;0252;OSLO;Z1602050917101870240AGTTR_TilsynAvtale;2016/19112;1;05022016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1103081037441493251SFNEU_Tilsynsobjekt;996566250;Allmuen As;Dalstunet;;6963;DALE I SUNNFJORD;Z1605061241274250240HSUBD_TilsynAvtale;2016/102998;1;06052016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1103081208144323251TRKDL_Tilsynsobjekt;996414841;Babette Cuisine AS;Tomtegata 36;;3012;DRAMMEN;Z1603181024211910240ZMAEL_TilsynAvtale;2016/59502;1;17032016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1103081349199291089DENWF_Tilsynsobjekt;996169073;Java kaffebar - City Nord;City Nord - Stormyra;;8007;BODØ;Z1602251523106320240AZAVL_TilsynAvtale;2016/34264;1;25022016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;2
Z1103081349199291089DENWF_Tilsynsobjekt;996169073;Java kaffebar - City Nord;City Nord - Stormyra;;8007;BODØ;Z1602261006585370239PDIGF_TilsynAvtale;2016/34264;1;26022016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1103091434151341069RFJPC_Tilsynsobjekt;996671321;MARCHE RESTAURANTS NORGE AS AVD SKJETTEN;Trondheimsveien 30;Maxbo;2013;SKJETTEN;Z1601281603414270239YBNCS_TilsynAvtale;2016/20294;1;28012016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1103091434151341069RFJPC_Tilsynsobjekt;996671321;MARCHE RESTAURANTS NORGE AS AVD SKJETTEN;Trondheimsveien 30;Maxbo;2013;SKJETTEN;Z1602230939374420239JFDDN_TilsynAvtale;2016/20294;1;23022016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1103100817562511039DUCYP_Tilsynsobjekt;995265990;Jordbærpikene Lambertseter;CECILIE THORESENS VEG 17-21 LAMBERTSETER SENTER;;1153;OSLO;Z1606080750256290239JUJEM_TilsynAvtale;2016/126391;1;07062016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1103101601569723252EDBSM_Tilsynsobjekt;996184218;Barista - Bragernes Torg 1;Bragernes Torg 1;;3017;Drammen;Z1603181028518240240IIHQC_TilsynAvtale;2016/59570;1;17032016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1103110812300343252ZQMQX_Tilsynsobjekt;996438287;BARE Spiseri;HENRICH GERNERS GATE 6;;1530;MOSS;Z1604261424138300240PDNWN_TilsynAvtale;2016/95434;1;26042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1103141254009260237SKTOE_Tilsynsobjekt;894621702;Hjerterommet AS;Gamle Riksvei 51;;8008;BODØ;Z1603101542406300239KDUIG_TilsynAvtale;2016/54255;1;10032016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1103150919032730235KOCRB_Tilsynsobjekt;973498886;Nesbru Kebab;Fekjan 15;;1394;Nesbru;Z1606060815273570240TPKSV_TilsynAvtale;2016/97019;1;03062016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;2
Z1103150919032730235KOCRB_Tilsynsobjekt;973498886;Nesbru Kebab;Fekjan 15;;1394;Nesbru;Z1606241146018540240SYLXD_TilsynAvtale;2016/97019;1;24062016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1103151217538461098AFDHA_Tilsynsobjekt;971661097;Bankplassen kiosk og grillbar ;Kyrkjevegen;;6230;SYKKYLVEN;Z1602041331236860240WFBFS_TilsynAvtale;2016/24648;1;03022016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1103151217538461098AFDHA_Tilsynsobjekt;971661097;Bankplassen kiosk og grillbar ;Kyrkjevegen;;6230;SYKKYLVEN;Z1602291042083560240GCJDZ_TilsynAvtale;2016/24648;1;29022016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1103151303230930242OUKLB_Tilsynsobjekt;987629797;Hjemme hos Wenche;Kokkeplassen;Vesterveien 138;4817;HIS;Z1606301003314940239ZSYRO_TilsynAvtale;2016/136878;1;29062016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1103151528379960215GPHJH_Tilsynsobjekt;996681505;Terassen Kafe;Storgata 77;;8370;Leknes;Z1601201216212580239EKVZI_TilsynAvtale;2016/12909;1;19012016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1103161221469830207ZONZP_Tilsynsobjekt;996573419;Heimsjyen;Sentrumsbygget Inndyr;;8140;Inndyr;Z1603091449289910239NZPWZ_TilsynAvtale;2016/17328;1;25012016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1103161507242260139GNUSA_Tilsynsobjekt;994812343;Bellami Rauf Koc;Kyrkjevegen ;;6230;Sykkylven;Z1602040838544220240UYEFY_TilsynAvtale;2016/24646;1;03022016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1103170915563671086CGMCW_Tilsynsobjekt;994107496;Hellekroa;Helleveien 177;;3790;HELLE;Z1604200847442110239BFTOY_TilsynAvtale;2016/81647;1;12042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1103170953233540189CKDYV_Tilsynsobjekt;976383974;Kafe Latter;Sagstuveien 1;;1914;YTRE ENEBAKK;Z1601070927063300239LEKRZ_TilsynAvtale;2016/1861;1;05012016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1103170953233540189CKDYV_Tilsynsobjekt;976383974;Kafe Latter;Sagstuveien 1;;1914;YTRE ENEBAKK;Z1601081226218240239DIPPF_TilsynAvtale;2016/1861;1;08012016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1103211238294221079JVNOZ_Tilsynsobjekt;893574522;Glassmesteren;Torget 2;;3256;LARVIK;Z1604181443401430240QCUJW_TilsynAvtale;2016/87906;1;18042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1103211853262150250GHTFJ_Tilsynsobjekt;971759348;Rustad hotell og fjellstue;;;2612;SJUSJØEN;Z1602051447381450240BGWAK_TilsynAvtale;2016/22212;1;05022016;1;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1103240935574450139NLOFX_Tilsynsobjekt;993345512;Birk Husky;Melkefoss;;9925;Svanvik;Z1603101019167120239KLXCG_TilsynAvtale;2016/53685;1;10032016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1103281118405751085WNPWW_Tilsynsobjekt;896554662;Jacob all Brasserie & Bar;Thorvald Meyersgate 80;;0552;Oslo;Z1604050717102080240VNVBV_TilsynAvtale;2016/72407;1;04042016;3;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;3;Mat-håndtering og tilberedning;Mat-handtering og tillaging;3;Merking og sporbarhet;Merking og sporbarheit;0
Z1103281118405751085WNPWW_Tilsynsobjekt;896554662;Jacob all Brasserie & Bar;Thorvald Meyersgate 80;;0552;Oslo;Z1604061142024100240EAYJT_TilsynAvtale;2016/72407;1;06042016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1103290947516700218JSGDX_Tilsynsobjekt;987723572;Fjell festning Museum Vest;FESTNINGSVEGEN;;5357;Fjell;Z1606241759359240239EGPVZ_TilsynAvtale;2016/140346;1;22062016;1;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1103301207131353251VRYBN_Tilsynsobjekt;971630442;Asia Mysen Restaurant;JERNBANEGATEN 4;;1850;MYSEN;Z1602181520089690240VQKBY_TilsynAvtale;2016/37874;1;18022016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;2
Z1103301207131353251VRYBN_Tilsynsobjekt;971630442;Asia Mysen Restaurant;JERNBANEGATEN 4;;1850;MYSEN;Z1602191043413110239QKHHI_TilsynAvtale;2016/37874;1;19022016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1103310847357193252SCPTI_Tilsynsobjekt;996596397;BIG HORN STEAK HOUSE ARENDAL;Langbryggen 7;;4841;ARENDAL;Z1606211842150820239JYQJF_TilsynAvtale;2016/136881;1;21062016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1103310847357193252SCPTI_Tilsynsobjekt;996596397;BIG HORN STEAK HOUSE ARENDAL;Langbryggen 7;;4841;ARENDAL;Z1606221104043910239BNJNO_TilsynAvtale;2016/136881;1;22062016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1103311128436973251XFVTB_Tilsynsobjekt;996762785;Hao Hao kinamat takeaway as;Storgata 2;;4790;LILLESAND;Z1607191531433900240ZBSWP_TilsynAvtale;2016/155063;1;19072016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1104040758084110129FYHPV_Tilsynsobjekt;976784359;McDonald's Strømmen;FJELLHAMMERVEIEN 5;;2010;Strømmen;Z1606221433186340239SJZCP_TilsynAvtale;2016/137742;1;22062016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
